author,nb_avis,notes_moyennes,ecart-type,nb_commentaires
Regi,1,8.0,0.0,1
hip,1,10.0,0.0,1
pandoraboat,1,6.0,0.0,1
Nina B,4,9.0,1.7320508075688772,4
pouite,6,7.666666666666667,0.7453559924999298,6
Lucco,7,6.857142857142857,1.8070158058105024,7
funkerik,5,7.6,2.939387691339814,5
Gozer,6,8.333333333333334,0.7453559924999299,6
AnteMath,2,9.0,1.0,2
yvnoel,1,9.0,0.0,1
kelstar korene,4,9.5,0.8660254037844386,4
malach,1,10.0,0.0,1
ToineHC,1,10.0,0.0,1
oadin,3,8.0,2.8284271247461903,3
Maxplay,1,10.0,0.0,1
thebigboss,1,10.0,0.0,1
GeorgesGrun,2,8.0,0.0,2
jeromeada91,5,4.8,1.32664991614216,5
Flowergame,1,6.0,0.0,1
trinkon,11,7.454545454545454,1.233150906022776,11
draouch neche,16,7.125,2.117634293262177,16
Pij,8,7.75,2.537222891273055,8
MRick,9,8.444444444444445,1.5713484026367723,9
guyombzh,9,8.222222222222221,2.3934065809486684,9
Finn,5,5.6,1.4966629547095764,5
viki68000,1,4.0,0.0,1
atomicdead77,2,9.0,1.0,2
ashem,3,4.0,1.632993161855452,3
Enzho,1,6.0,0.0,1
Derwin,1,4.0,0.0,1
serlikiwi95,1,8.0,0.0,1
fbaja,1,6.0,0.0,1
Maranpie,1,10.0,0.0,1
kaasouc,5,8.0,1.2649110640673518,5
pompom,1,10.0,0.0,1
plonck,4,8.0,1.4142135623730951,4
Galetophage,1,8.0,0.0,1
nedgral,1,10.0,0.0,1
Legion,7,8.571428571428571,0.9035079029052512,7
benjamin7878,11,7.272727272727272,2.86327559054975,11
arfman,12,8.0,1.4142135623730951,12
driewkat,3,5.333333333333333,0.9428090415820634,3
charcutor,7,6.0,2.138089935299395,7
alexischmit,2,10.0,0.0,2
Helldog,2,10.0,0.0,2
bigmach,3,10.0,0.0,3
Planetepolo,2,7.5,0.5,2
Chwizz,1,10.0,0.0,1
Filendra,5,9.2,0.9797958971132712,5
mafnath,1,5.0,0.0,1
BobLeFourbe,1,8.0,0.0,1
ludisabelle,2,10.0,0.0,2
Viviano,2,8.0,0.0,2
lenours59,1,3.0,0.0,1
Ptit Jean,1,10.0,0.0,1
rody06,2,5.0,3.0,2
Lilyell,3,6.666666666666667,1.247219128924647,3
Remuz,1,4.0,0.0,1
moonshadow,3,4.666666666666667,3.771236166328253,3
Benagol,2,10.0,0.0,2
Lolu,6,6.666666666666667,1.4907119849998596,6
Pompon,6,7.333333333333333,2.211083193570267,6
Moavoa,1,10.0,0.0,1
Nehawk,1,10.0,0.0,1
totor78,1,10.0,0.0,1
benjc79,1,10.0,0.0,1
Zootv,1,10.0,0.0,1
Max & co.,1,10.0,0.0,1
Celtic Joker,1,10.0,0.0,1
memenne,2,9.0,1.0,2
Drahe,7,8.0,2.138089935299395,7
twinsed,1,8.0,0.0,1
Nicodemusw,2,8.0,1.0,2
olorin77,1,10.0,0.0,1
zebu17,1,10.0,0.0,1
laucar,11,5.090909090909091,1.6211413181933645,11
Le Joueur Masqué,1,4.0,0.0,1
Tuckel,1,6.0,0.0,1
pitche,5,6.4,1.4966629547095764,5
bhen,3,7.333333333333333,1.8856180831641267,3
snif,2,4.0,2.0,2
fix,2,7.0,1.0,2
Gilus,3,6.0,2.8284271247461903,3
Marino,1,6.0,0.0,1
Mickski,1,2.0,0.0,1
mathieubranquart,1,6.0,0.0,1
fandan,1,8.0,0.0,1
mrkillabee,1,9.0,0.0,1
Tcherno,4,7.0,1.5811388300841898,4
Radwulf,6,7.0,2.516611478423583,6
johncroquette,4,7.0,2.23606797749979,4
santino,19,6.894736842105263,1.9972279958958183,19
Encoredutian?,1,10.0,0.0,1
ær,2,10.0,0.0,2
uprincipellu,2,5.5,1.5,2
Flambi,6,7.166666666666667,3.0776975521032317,6
Chocopunk,1,6.0,0.0,1
Larry Covert,5,6.8,2.712931993250108,5
holala,6,6.333333333333333,2.9249881291307074,6
phenice,3,7.666666666666667,0.4714045207910317,3
nadatim,3,6.0,1.632993161855452,3
maxxitroll,1,10.0,0.0,1
victeloi,3,8.666666666666666,0.9428090415820634,3
Z4ng3tsu67,2,10.0,0.0,2
galdred,1,10.0,0.0,1
FirBolg,6,7.666666666666667,0.7453559924999298,6
macharius,5,10.0,0.0,5
kirgan,1,8.0,0.0,1
touftouf,1,10.0,0.0,1
nadou,1,10.0,0.0,1
nemosc,1,8.0,0.0,1
christophe517,1,10.0,0.0,1
methos68,1,8.0,0.0,1
chonch,15,6.666666666666667,2.796823595120404,15
Cackoss,3,8.0,1.632993161855452,3
Patersson,7,8.0,1.5118578920369088,7
Etan Err,4,6.0,2.0,4
Willy,4,6.5,3.570714214271425,4
zorette94,1,8.0,0.0,1
Akatenga,1,4.0,0.0,1
dicentime932,2,9.0,1.0,2
PAP,3,9.333333333333334,0.9428090415820634,3
grub,2,8.0,2.0,2
Eolnalis,1,8.0,0.0,1
brouqui,3,6.666666666666667,0.9428090415820634,3
TylerDurden,1,10.0,0.0,1
youppie,10,6.4,1.743559577416269,10
bapho1,2,8.0,0.0,2
Ptiregis,1,10.0,0.0,1
gigs76,2,9.0,1.0,2
Eva,1,6.0,0.0,1
brachius,13,8.307692307692308,2.052563702173282,13
slyderorth,1,6.0,0.0,1
Jeanmiwan,1,3.0,0.0,1
NeverGetOld,1,0.0,0.0,1
etbougekobe,1,10.0,0.0,1
virphil3,1,10.0,0.0,1
Frangville,1,10.0,0.0,1
sanpa,1,10.0,0.0,1
vonGillow,1,10.0,0.0,1
Payou,1,10.0,0.0,1
ivan74,1,10.0,0.0,1
Maxouu,3,8.666666666666666,1.8856180831641267,3
pablito,3,8.0,0.0,3
beuris86,4,7.0,3.0,4
sydo,6,7.333333333333333,1.8856180831641267,6
Docphil,3,8.0,1.632993161855452,3
Soda,1,4.0,0.0,1
manordun,1,8.0,0.0,1
sylvainp34,1,8.0,0.0,1
guitrou,4,8.0,1.4142135623730951,4
plasmodium,8,6.25,2.1065374432940898,8
Almeric,1,6.0,0.0,1
Neal,1,8.0,0.0,1
PenTacle,3,8.666666666666666,0.9428090415820634,3
charlielanase,1,8.0,0.0,1
el garth,1,10.0,0.0,1
&lo,1,10.0,0.0,1
kourai,1,10.0,0.0,1
MZG,1,10.0,0.0,1
enadiras,1,8.0,0.0,1
Sabrebooth,1,10.0,0.0,1
Elrad,1,6.0,0.0,1
Welly320,1,5.0,0.0,1
enzogirod,6,8.666666666666666,0.9428090415820634,6
Hawkmoon von Köln,11,8.909090909090908,1.311109554714178,11
elb666,4,5.5,3.570714214271425,4
phdphd,1,10.0,0.0,1
Rico,1,6.0,0.0,1
Cyberdemon63,2,8.5,0.5,2
niavuag,1,6.0,0.0,1
NoNoNeo,1,8.0,0.0,1
Trollsdejeux,2,10.0,0.0,2
caedes91,2,10.0,0.0,2
demainlesdauphins,3,4.666666666666667,3.771236166328253,3
lonilo,1,10.0,0.0,1
nicorobin,1,9.0,0.0,1
Viledurum,1,6.0,0.0,1
Triscuit,1,10.0,0.0,1
Sirula,3,6.333333333333333,1.247219128924647,3
Ybaeth,5,9.6,0.7999999999999999,5
eshima,1,10.0,0.0,1
vito,1,10.0,0.0,1
gamev,1,9.0,0.0,1
EdS,1,10.0,0.0,1
efrim,1,10.0,0.0,1
Bob le ouf,1,10.0,0.0,1
Charlychou,1,10.0,0.0,1
mamanpoule,9,7.555555555555555,0.8314794192830981,9
me232,2,2.0,0.0,2
Fred Frenay,2,8.0,0.0,2
aldwin,11,6.909090909090909,1.7814470856604934,11
patom82,1,10.0,0.0,1
Ludism,2,10.0,0.0,2
bluman,6,7.0,2.23606797749979,6
Sebxiii,3,10.0,0.0,3
la fée copine,2,10.0,0.0,2
aristal,1,10.0,0.0,1
Harventh,1,10.0,0.0,1
Dragoon91,1,9.0,0.0,1
PetitRenne,7,7.428571428571429,1.3997084244475304,7
Ultramedecine,1,10.0,0.0,1
hectorus,1,10.0,0.0,1
Motorhead,2,10.0,0.0,2
Soldado,4,6.5,1.6583123951777,4
Neriac,2,9.0,1.0,2
Eskilax,2,10.0,0.0,2
LouPia,1,10.0,0.0,1
Onclebob,1,10.0,0.0,1
F22OMA,2,10.0,0.0,2
Ravach,1,10.0,0.0,1
codez,1,8.0,0.0,1
ceara,5,5.6,2.33238075793812,5
stichounet,2,3.0,1.0,2
Gripoil,2,8.0,2.0,2
drnet38,1,10.0,0.0,1
lestat38,10,7.0,2.04939015319192,10
bloubbie,2,8.0,2.0,2
cyril_vre,2,9.0,1.0,2
Pradin,1,10.0,0.0,1
pomzed,3,8.0,2.8284271247461903,3
Tirondin,1,6.0,0.0,1
quent89,1,10.0,0.0,1
Pixies,8,7.25,1.713913650100261,8
lou-mignone,12,5.666666666666667,2.6874192494328497,12
Kainn,6,8.0,2.309401076758503,6
tisouris,7,7.714285714285714,1.2777531299998797,7
mikus15,5,8.0,1.2649110640673518,5
linda75,2,8.5,0.5,2
Tuyen,1,8.0,0.0,1
pioupiou,6,6.666666666666667,2.211083193570267,6
estelleetnico,1,10.0,0.0,1
gorifild,7,4.714285714285714,3.4934340744678525,7
Dreyxxx,1,6.0,0.0,1
ALBC,1,5.0,0.0,1
Joueur du soir,1,10.0,0.0,1
Drew,2,6.0,2.0,2
Ze Big Duck,1,6.0,0.0,1
Pikouse,1,8.0,0.0,1
quinteflush,13,9.23076923076923,2.153846153846154,13
Redneck,1,6.0,0.0,1
Krazymins,2,8.5,0.5,2
noyau,1,9.0,0.0,1
grenouille_paprika,3,5.333333333333333,2.494438257849294,3
racoon,2,9.0,1.0,2
Christougraf,1,10.0,0.0,1
Douchka,21,7.714285714285714,1.979486637221574,21
flo3ds,1,8.0,0.0,1
bouzi,8,8.0,1.4142135623730951,8
nica-colas,2,10.0,0.0,2
Bicephale,1,5.0,0.0,1
TheWhiteFamily,1,10.0,0.0,1
dmind,2,5.0,1.0,2
TheResident,4,7.5,1.6583123951777,4
cauld,2,6.5,1.5,2
sugargirl,2,5.0,5.0,2
voultou,2,6.0,3.0,2
screen64,2,8.0,2.0,2
sfantini,3,4.666666666666667,2.494438257849294,3
DecapeetdeCrocs,4,10.0,0.0,4
gruntk,2,6.0,4.0,2
Euca,1,8.0,0.0,1
Myrdinn,1,6.0,0.0,1
beuargh,1,10.0,0.0,1
bealand13,1,10.0,0.0,1
fabrice25,3,10.0,0.0,3
Upower,2,7.0,1.0,2
sfax,1,8.0,0.0,1
GweG,2,10.0,0.0,2
zguy,1,10.0,0.0,1
morganeguli,1,8.0,0.0,1
dragon88,1,6.0,0.0,1
monsieur moustache,1,2.0,0.0,1
Zodre6,1,6.0,0.0,1
bigmanager,1,9.0,0.0,1
kiko100,3,8.0,0.0,3
patoche31,16,6.25,2.436698586202241,16
Ithilsin,2,8.0,0.0,2
sjulien57,2,6.0,4.0,2
gonfle,3,6.0,1.632993161855452,3
corrosion,1,6.0,0.0,1
Amyel,1,10.0,0.0,1
Tit',2,8.0,0.0,2
MrTopom,1,9.0,0.0,1
cilia,1,10.0,0.0,1
moibaloo,4,9.0,1.0,4
phimul37,1,10.0,0.0,1
Sly44,1,9.0,0.0,1
bob_lac,19,7.052631578947368,1.7613895295454225,19
tiasman,3,8.0,1.632993161855452,3
MrFritz,4,8.0,1.4142135623730951,4
yoyosk,1,10.0,0.0,1
Gnaat,2,10.0,0.0,2
Garflush,1,8.0,0.0,1
Boubou77410,1,8.0,0.0,1
sebastien,1,10.0,0.0,1
gsig,4,7.5,0.8660254037844386,4
woobs,1,4.0,0.0,1
Bob.fr,1,8.0,0.0,1
Nozdu,1,8.0,0.0,1
MarcOunet,1,0.0,0.0,1
Aclaire,4,8.5,1.6583123951777,4
aramis4,7,6.0,3.0237157840738176,7
mumule02,1,2.0,0.0,1
onverra,2,6.0,2.0,2
Biznut,6,5.333333333333333,2.494438257849294,6
mik_nantes,1,1.0,0.0,1
Koalas87,1,10.0,0.0,1
pailletonne,2,8.0,2.0,2
Philou777,4,7.0,1.7320508075688772,4
trotters213,1,8.0,0.0,1
Laulo77,2,8.5,0.5,2
karlmarx,1,8.0,0.0,1
spycer,2,8.0,2.0,2
starlion111,1,5.0,0.0,1
Réomir,7,6.857142857142857,2.5872528966106905,7
moutchatchos37,8,7.25,2.817356917396161,8
mrugala,7,7.142857142857143,1.8070158058105024,7
Zombi,2,7.0,1.0,2
elvis,6,5.666666666666667,1.795054935711501,6
Guapitroll,4,8.25,0.82915619758885,4
HappyCretin,1,6.0,0.0,1
blondevero,3,7.666666666666667,0.4714045207910317,3
Songebleu,2,9.0,1.0,2
DB,1,10.0,0.0,1
grodègue,3,9.333333333333334,0.9428090415820634,3
daykiny,1,4.0,0.0,1
FredFan,13,7.6923076923076925,1.8967427701443005,13
Coralie,7,5.142857142857143,2.099562636671296,7
mandy69,1,8.0,0.0,1
Engel,1,10.0,0.0,1
raoulg,1,8.0,0.0,1
linem,1,10.0,0.0,1
Sedna,1,2.0,0.0,1
tchanghot,1,10.0,0.0,1
10-nice,1,10.0,0.0,1
niarkniark,1,10.0,0.0,1
marief,1,10.0,0.0,1
thetoy,1,8.0,0.0,1
moltarte,1,9.0,0.0,1
tontione,19,6.789473684210527,2.4831844446495683,19
bibeez,1,10.0,0.0,1
Illuvatar,3,6.0,1.632993161855452,3
Karzrack,1,10.0,0.0,1
GuizLeMot,2,3.0,2.0,2
zaftar,3,7.333333333333333,2.494438257849294,3
alexandre850,1,8.0,0.0,1
Gluk,1,8.0,0.0,1
Lindalé,2,9.0,1.0,2
guistealer,1,4.0,0.0,1
boueverte,1,4.0,0.0,1
Mirli,1,10.0,0.0,1
Misscityhunter,1,4.0,0.0,1
Nguyen.S.,1,6.0,0.0,1
seb81ls,1,4.0,0.0,1
bertranddrums,1,8.0,0.0,1
Magicpotte,1,10.0,0.0,1
Clint,12,7.666666666666667,1.5986105077709063,12
GwennAdu,1,9.0,0.0,1
Bagooor,1,9.0,0.0,1
kacz,1,8.0,0.0,1
vnabet,1,10.0,0.0,1
Titus666,1,8.0,0.0,1
Ashwar,1,10.0,0.0,1
hiric,3,10.0,0.0,3
MrRouggy,1,4.0,0.0,1
gorgorlebosniak,1,10.0,0.0,1
Vaers,1,8.0,0.0,1
Vermillon,1,8.0,0.0,1
spleen,13,5.076923076923077,2.673561107228118,13
HereZy,1,0.0,0.0,1
FredTheFred,4,7.0,2.23606797749979,4
Gerfault,2,7.0,1.0,2
vivi54,1,10.0,0.0,1
Gotrek22666,1,4.0,0.0,1
guiguizzz21,1,10.0,0.0,1
anfes541,1,10.0,0.0,1
anren,1,8.0,0.0,1
arletty23,1,10.0,0.0,1
Zeidra Senester,1,10.0,0.0,1
Permi-de-Jouer,1,10.0,0.0,1
maxouleo,2,9.0,1.0,2
Jay Carpenter,1,10.0,0.0,1
Sedenta,4,7.0,1.7320508075688772,4
Rambobafet,1,9.0,0.0,1
barbak,1,8.0,0.0,1
Lordbrice,2,9.0,1.0,2
Fabrlyatothep,3,8.0,1.632993161855452,3
Lightinoc,2,7.0,3.0,2
Sagramor,1,10.0,0.0,1
bricec,1,10.0,0.0,1
BricecGP,1,10.0,0.0,1
Sagramor986,1,10.0,0.0,1
draknor009,1,10.0,0.0,1
porek82,10,8.7,1.676305461424021,10
ninbarbu,3,8.0,1.632993161855452,3
christof13,8,6.75,1.3919410907075054,8
tayteus,7,5.428571428571429,3.155817433482074,7
Mercutio,9,8.0,1.632993161855452,9
Miss Phal,10,4.2,1.0770329614269007,10
Halure,7,6.857142857142857,2.356060357495806,7
X-ray eyes,4,5.5,2.598076211353316,4
notkirby,2,8.5,0.5,2
blutch122,1,10.0,0.0,1
lmvallet,1,8.0,0.0,1
loulounnette76,1,10.0,0.0,1
babin,1,8.0,0.0,1
pascal monche,3,8.666666666666666,1.8856180831641267,3
nature,1,10.0,0.0,1
columbo,1,10.0,0.0,1
gkar,1,10.0,0.0,1
Elyshan,1,10.0,0.0,1
Lilox,1,8.0,0.0,1
lucskywalker,1,8.0,0.0,1
froutos,1,10.0,0.0,1
Goratrix,1,4.0,0.0,1
Le Pelican,1,10.0,0.0,1
Fafi06,1,9.0,0.0,1
tiyann,3,9.333333333333334,0.9428090415820634,3
Geo,2,4.0,2.0,2
pierre jean-pierre,1,6.0,0.0,1
môa-tsé-pa-tou,2,6.0,4.0,2
Marc Sur,2,6.0,4.0,2
Jesuisdieu,1,9.0,0.0,1
Sylvestre Bonnet,1,7.0,0.0,1
cadwe,1,10.0,0.0,1
xaphox,1,6.0,0.0,1
boule,1,10.0,0.0,1
benouch,1,7.0,0.0,1
Opack,1,8.0,0.0,1
goldi,4,9.5,0.8660254037844386,4
annette,2,7.0,1.0,2
kikine46,2,10.0,0.0,2
graveur_de_pierre,1,8.0,0.0,1
frandelh,3,8.0,1.632993161855452,3
phistrac,5,8.4,0.7999999999999999,5
gulyza,1,4.0,0.0,1
Loaias,3,8.666666666666666,0.9428090415820634,3
dayday,1,10.0,0.0,1
ocea_fr,1,8.0,0.0,1
YannPlayer,2,8.0,0.0,2
plp0906,7,8.714285714285714,0.880630571852711,7
Scapmag,1,8.0,0.0,1
Lullaby25,1,9.0,0.0,1
maman gourmande,1,10.0,0.0,1
tiboprune,1,6.0,0.0,1
caylus,1,10.0,0.0,1
fmolliere,2,7.0,1.0,2
julus,1,8.0,0.0,1
JeanBeulz,1,8.0,0.0,1
elora,1,10.0,0.0,1
Laeticat,3,7.333333333333333,3.771236166328253,3
draxx,1,4.0,0.0,1
proteus38,1,10.0,0.0,1
Kiwîz,1,10.0,0.0,1
Captain bubulle,1,10.0,0.0,1
GamerZ,1,10.0,0.0,1
dory2206,1,8.0,0.0,1
jonath369,1,10.0,0.0,1
CNormal?,1,1.0,0.0,1
gandhy,3,9.333333333333334,0.9428090415820634,3
CCyril,1,9.0,0.0,1
madsurfer,1,10.0,0.0,1
Chris the Invoker,1,10.0,0.0,1
Isatis,1,8.0,0.0,1
PAlex,1,7.0,0.0,1
arturo2,1,9.0,0.0,1
Akyone,1,10.0,0.0,1
daivonex,4,7.25,3.112474899497183,4
Leeo,1,9.0,0.0,1
Thom,3,6.666666666666667,0.9428090415820634,3
steiner,1,10.0,0.0,1
tetaclac62,5,9.2,0.9797958971132712,5
Sambal,3,8.666666666666666,0.9428090415820634,3
salsero,1,10.0,0.0,1
Fredtoulouse,1,10.0,0.0,1
Pasteque,2,4.0,2.0,2
akodosho,1,6.0,0.0,1
col_klink,1,10.0,0.0,1
Miminette,1,8.0,0.0,1
Guitouexca,1,10.0,0.0,1
biscarrosse,1,10.0,0.0,1
Scrib,1,10.0,0.0,1
pifpaf,1,10.0,0.0,1
touane,1,10.0,0.0,1
afahci,2,10.0,0.0,2
VonMeisten,2,8.0,2.0,2
filmaker,1,8.0,0.0,1
grosoninozuka,2,7.0,1.0,2
redalert,1,10.0,0.0,1
Ratatouille31,1,8.0,0.0,1
Analda,2,6.0,2.0,2
Xarham,3,7.333333333333333,0.9428090415820634,3
OlivierM,1,8.0,0.0,1
Botus,1,8.0,0.0,1
calypso83400,3,6.666666666666667,2.494438257849294,3
Agnès,4,9.0,1.0,4
Pil,1,10.0,0.0,1
Susy,1,10.0,0.0,1
Antigroddur,10,8.2,2.4413111231467406,10
cilou,1,8.0,0.0,1
janine Carla,1,10.0,0.0,1
p4h6NvT5e,1,8.0,0.0,1
Kamlann,1,10.0,0.0,1
riloufi,1,8.0,0.0,1
JYM,3,6.0,3.265986323710904,3
ollilheah,1,8.0,0.0,1
SKYxLoTuS,4,9.5,0.8660254037844386,4
Marnheus,1,10.0,0.0,1
Allezski,2,3.0,1.0,2
Kermit,4,6.5,2.958039891549808,4
skywiss,1,10.0,0.0,1
Critikhunter,1,8.0,0.0,1
Douglas,1,10.0,0.0,1
naoned1983,1,10.0,0.0,1
Thicla,3,8.0,1.632993161855452,3
fredo,5,8.0,1.7888543819998317,5
Jocel1,2,6.0,0.0,2
Aurel,5,8.0,1.2649110640673518,5
oim,3,4.0,1.632993161855452,3
Amarante,4,2.5,0.8660254037844386,4
eBoréale,1,10.0,0.0,1
larsco,8,7.5,2.179449471770337,8
Ducatiste73100,2,7.5,1.5,2
doudou2804,13,8.615384615384615,1.6426274233894325,13
vrywol,1,8.0,0.0,1
pymo,2,8.0,0.0,2
fpeyrou,4,7.5,1.6583123951777,4
Damiste,6,8.333333333333334,1.795054935711501,6
Oeuh,2,7.0,1.0,2
fdurif,7,6.285714285714286,2.9137254363387344,7
spadafix,3,6.0,0.0,3
m4a3,6,7.333333333333333,3.197221015541813,6
Jacky80,1,9.0,0.0,1
chdom,1,10.0,0.0,1
Jean-lou Praud,1,10.0,0.0,1
lejeudedameslemag,1,10.0,0.0,1
KraKra,1,2.0,0.0,1
ettezez341,1,5.0,0.0,1
langelinette,1,7.0,0.0,1
liegeois,4,8.0,2.449489742783178,4
myrddin,1,10.0,0.0,1
Frederik,1,10.0,0.0,1
xaebhal,2,9.0,1.0,2
poulette,1,10.0,0.0,1
nalou,1,10.0,0.0,1
ebaholic,3,8.0,1.632993161855452,3
rioxo,2,8.0,0.0,2
Wigwam,2,6.0,4.0,2
skotch,5,5.2,2.7129319932501077,5
arian,2,7.0,1.0,2
docteurmax,4,7.0,1.0,4
Claudie,4,6.0,1.4142135623730951,4
tilo,3,8.666666666666666,0.9428090415820634,3
niourkniourk,8,8.0,2.23606797749979,8
jdma,1,6.0,0.0,1
salem57,2,7.0,3.0,2
Poukram,1,2.0,0.0,1
Markhaen,1,4.0,0.0,1
yannibus,4,7.0,1.7320508075688772,4
Adri1,1,8.0,0.0,1
Blackblood,2,9.0,1.0,2
Palo,1,4.0,0.0,1
boss,2,7.0,1.0,2
wanama,1,8.0,0.0,1
Ogrou,1,6.0,0.0,1
Jabberwocky,2,6.0,4.0,2
marie03,1,8.0,0.0,1
NABOT LEON,2,6.0,2.0,2
Klug,5,8.8,1.6,5
lololee,1,8.0,0.0,1
khandagon,5,6.8,2.039607805437114,5
faust,3,6.666666666666667,3.39934634239519,3
Belkira,2,9.5,0.5,2
gabsulo,2,6.0,4.0,2
Bumblebee,1,10.0,0.0,1
3pattesà1canard,2,7.0,1.0,2
Jabb,1,8.0,0.0,1
pwaou,4,10.0,0.0,4
esseyrel,1,10.0,0.0,1
modsett,4,9.0,1.0,4
Thesshad,2,3.0,1.0,2
McShip,2,8.0,2.0,2
philrace,1,10.0,0.0,1
Tombetoile,1,10.0,0.0,1
Lio,1,8.0,0.0,1
misugi,1,8.0,0.0,1
Chewie mets la gomme!,12,7.333333333333333,1.49071198499986,12
ZoddarIV,2,9.0,0.0,2
Pilou54,1,10.0,0.0,1
morgolon,9,8.666666666666666,0.9428090415820634,9
pughwilliam,1,10.0,0.0,1
Nico46,4,6.0,2.0,4
Gombal,2,6.0,4.0,2
newael,2,7.0,1.0,2
tagart29,1,8.0,0.0,1
guss,7,6.0,3.5456210417116734,7
lithana23,1,10.0,0.0,1
Fabelmaleh,1,8.0,0.0,1
olivia25,1,10.0,0.0,1
jeffoonet,1,10.0,0.0,1
alexisfried,1,10.0,0.0,1
Lord YB,1,10.0,0.0,1
juliefromlondon,1,10.0,0.0,1
jihèlème,1,10.0,0.0,1
OldPapy,1,10.0,0.0,1
Jfirlande,1,10.0,0.0,1
zaoche,1,10.0,0.0,1
patriccio,8,8.0,1.4142135623730951,8
Reno,2,10.0,0.0,2
Technocombs,2,8.5,1.5,2
hopkins,2,10.0,0.0,2
Erwin,2,8.0,0.0,2
Nico14,1,10.0,0.0,1
r0ck,3,8.0,1.632993161855452,3
Fungly,4,10.0,0.0,4
ti'lutins,1,9.0,0.0,1
PaulineOika,1,10.0,0.0,1
AWA92,1,10.0,0.0,1
leiaa,1,10.0,0.0,1
divac13,3,8.0,1.632993161855452,3
chrischneider,1,6.0,0.0,1
pouic,1,4.0,0.0,1
CastorJo,1,8.0,0.0,1
Sandrine et Richard,1,9.0,0.0,1
benderouen,2,3.0,1.0,2
kotik,1,5.0,0.0,1
YodaSensei,2,7.0,3.0,2
Peruccho,2,7.0,1.0,2
Joesimpson,1,0.0,0.0,1
Otagene,2,7.0,1.0,2
monsieurigolo,1,8.0,0.0,1
kmael,2,5.0,3.0,2
Laurent652,1,7.0,0.0,1
Kiki,1,10.0,0.0,1
surfeur,1,2.0,0.0,1
Moudouave,1,4.0,0.0,1
grouik,13,8.615384615384615,1.2113858267710478,13
Guillome86,2,7.0,1.0,2
tanganika,5,8.4,1.4966629547095764,5
kitsuki doud,2,9.0,1.0,2
INTER'LUD,1,10.0,0.0,1
seb_c_bien,1,10.0,0.0,1
Dark Plagueis,2,6.0,4.0,2
nathyka,1,10.0,0.0,1
ol73,1,8.0,0.0,1
fablart,1,10.0,0.0,1
Frere Teuck,1,4.0,0.0,1
princesaphir,1,10.0,0.0,1
legend,4,6.5,1.6583123951777,4
tarepanda,2,7.0,1.0,2
manuhess,1,4.0,0.0,1
pepette77,1,10.0,0.0,1
BananeDC,8,6.75,3.4550687402713134,8
Yann,5,7.2,2.039607805437114,5
t.hubert,16,7.0,2.1213203435596424,16
dorsetshire,11,7.818181818181818,1.5850541612875175,11
delul,9,7.333333333333333,2.98142396999972,9
Arcenciel63,1,5.0,0.0,1
fil27,6,8.666666666666666,0.9428090415820634,6
ramirou,1,2.0,0.0,1
Capludi,1,4.0,0.0,1
pilcore,3,4.0,2.8284271247461903,3
Souldisinter,1,8.0,0.0,1
Mawimus,1,10.0,0.0,1
kaitman,1,10.0,0.0,1
mariane,1,10.0,0.0,1
EKL,1,10.0,0.0,1
alu6nations,1,10.0,0.0,1
grepart69,1,10.0,0.0,1
maeli373,1,10.0,0.0,1
toyguide,1,10.0,0.0,1
Kamille,1,10.0,0.0,1
eaie,1,10.0,0.0,1
Kalessin,1,10.0,0.0,1
shedu,1,8.0,0.0,1
el presidente,8,5.5,2.958039891549808,8
imparfait,2,9.0,1.0,2
GeekCrew57,2,10.0,0.0,2
hpjersey,1,8.0,0.0,1
Darmus,1,10.0,0.0,1
Gorko,1,10.0,0.0,1
Xylioxs,1,10.0,0.0,1
BenG75,1,10.0,0.0,1
garfield_bzh,1,8.0,0.0,1
sevoth,1,4.0,0.0,1
karby,1,8.0,0.0,1
sophie75014,1,10.0,0.0,1
adnsky,3,6.333333333333333,2.0548046676563256,3
juegos55,1,7.0,0.0,1
goomba_powaa,1,8.0,0.0,1
lukrate,4,7.0,1.0,4
Decoufle,1,6.0,0.0,1
rkueny,2,9.0,1.0,2
Nyxon,1,8.0,0.0,1
Adrinukem,1,10.0,0.0,1
Maman,2,7.0,3.0,2
fab695,1,9.0,0.0,1
nolar,4,8.0,2.449489742783178,4
KinG MaTeO,1,10.0,0.0,1
XavmanD,1,6.0,0.0,1
oursinet du 18,1,10.0,0.0,1
vorakain,1,10.0,0.0,1
Minus_,1,10.0,0.0,1
totoribus,1,10.0,0.0,1
Kezok,1,10.0,0.0,1
raskace,1,10.0,0.0,1
Shreck,1,10.0,0.0,1
flyingcarpenter,5,8.0,3.0983866769659336,5
stolb,1,10.0,0.0,1
Emma Peel,4,6.5,2.179449471770337,4
lars,2,9.0,1.0,2
sandy78,1,4.0,0.0,1
ourson91,19,6.526315789473684,2.1366087505457303,19
Grift,2,6.5,0.5,2
mafaldanath,5,8.0,2.5298221281347035,5
Djbone,3,9.333333333333334,0.9428090415820634,3
ggleize,1,5.0,0.0,1
bretagnediver,1,8.0,0.0,1
Supracube,1,10.0,0.0,1
Marie66,1,10.0,0.0,1
yabon14,1,10.0,0.0,1
Calinqwe,1,8.0,0.0,1
remiiii,6,7.333333333333333,1.8856180831641267,6
paulo38,7,7.714285714285714,2.710523708715753,7
titgarou,1,10.0,0.0,1
Dagniel79,1,6.0,0.0,1
mentinotio,1,10.0,0.0,1
